From,To,Element,Threshold,Groups
Cerebelum_9_R_t_1,Pallidum_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_9_R_t_1,Putamen_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_L_t_0,Lingual_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_L_t_1,Caudate_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_L_t_1,Lingual_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_R_t_0,Frontal_Mid_Orb_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_R_t_0,Lingual_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_R_t_0,Pallidum_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_R_t_1,Frontal_Inf_Oper_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_R_t_1,Frontal_Mid_Orb_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_R_t_1,Lingual_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus1_R_t_1,Pallidum_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_0,Cerebelum_10_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_0,Frontal_Sup_Orb_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_0,Heschl_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_0,Vermis_8_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_1,Cerebelum_10_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_1,Frontal_Sup_Orb_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_1,Frontal_Sup_Orb_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_1,Heschl_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_L_t_1,Vermis_8_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_0,Cerebelum_9_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_0,Occipital_Mid_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_0,Temporal_Pole_Sup_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_0,Vermis_10_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_0,Vermis_3_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Caudate_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Caudate_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Cerebelum_9_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Frontal_Inf_Tri_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Occipital_Mid_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Temporal_Pole_Sup_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Vermis_10_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cerebelum_Crus2_R_t_1,Vermis_3_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Cerebelum_8_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Frontal_Inf_Oper_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Frontal_Sup_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Heschl_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Temporal_Inf_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Temporal_Pole_Sup_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Thalamus_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Vermis_10_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Vermis_3_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Vermis_8_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_0,Vermis_9_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Cerebelum_8_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Cerebelum_8_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Frontal_Inf_Oper_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Frontal_Sup_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Heschl_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Heschl_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Temporal_Inf_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Temporal_Pole_Sup_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Thalamus_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Vermis_10_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Vermis_3_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Vermis_8_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
cigsym_t_1,Vermis_9_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Ant_L_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Ant_L_t_1,Cerebelum_7b_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Ant_L_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Ant_L_t_1,Insula_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Ant_R_t_0,Cerebelum_7b_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Ant_R_t_1,Cerebelum_7b_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_0,Cerebelum_3_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_0,Insula_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_0,Supp_Motor_Area_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_1,Caudate_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_1,Cerebelum_3_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_1,Cerebelum_3_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_1,Cerebelum_3_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_1,Insula_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_L_t_1,Supp_Motor_Area_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_R_t_0,Precentral_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_R_t_0,Rolandic_Oper_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_R_t_0,SupraMarginal_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_R_t_1,Cingulum_Post_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_R_t_1,Precentral_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_R_t_1,Rolandic_Oper_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Mid_R_t_1,SupraMarginal_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_L_t_0,Angular_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_L_t_1,Angular_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_0,Caudate_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_0,Cingulum_Mid_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_0,Occipital_Mid_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_0,Temporal_Pole_Sup_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_1,Caudate_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_1,Cingulum_Mid_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_1,Occipital_Mid_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_1,Temporal_Pole_Sup_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cingulum_Post_R_t_1,Thalamus_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_L_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_L_t_0,Olfactory_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_L_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_L_t_1,Olfactory_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_R_t_0,Angular_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_R_t_0,Temporal_Pole_Mid_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_R_t_1,Angular_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Cuneus_R_t_1,Temporal_Pole_Mid_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_0,Angular_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_0,Heschl_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_0,Postcentral_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_0,Temporal_Mid_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_1,Angular_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_1,Heschl_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_1,Postcentral_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Oper_R_t_1,Temporal_Mid_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_L_t_0,Temporal_Pole_Mid_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_L_t_0,Temporal_Pole_Mid_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_L_t_1,Temporal_Pole_Mid_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_L_t_1,Temporal_Pole_Mid_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_R_t_0,Cerebelum_8_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_R_t_0,Frontal_Med_Orb_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_R_t_0,Temporal_Inf_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_R_t_1,Cerebelum_8_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_R_t_1,Frontal_Med_Orb_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Orb_R_t_1,Temporal_Inf_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_0,Frontal_Mid_Orb_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_0,Insula_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_0,Putamen_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_0,Temporal_Inf_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_0,Vermis_3_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_1,Frontal_Mid_Orb_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_1,Insula_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_1,Putamen_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_1,Temporal_Inf_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_L_t_1,Vermis_3_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_R_t_0,Frontal_Inf_Tri_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_R_t_0,Occipital_Inf_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_R_t_1,Frontal_Inf_Tri_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Inf_Tri_R_t_1,Occipital_Inf_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_L_t_0,ParaHippocampal_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_L_t_1,ParaHippocampal_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_0,Cerebelum_10_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_0,Cerebelum_Crus2_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_0,Fusiform_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_0,Pallidum_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_0,Temporal_Pole_Sup_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_1,Cerebelum_10_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_1,Cerebelum_9_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_1,Cerebelum_9_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_1,Cerebelum_Crus2_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_1,Fusiform_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_1,Pallidum_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Med_Orb_R_t_1,Temporal_Pole_Sup_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_L_t_0,Rectus_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_L_t_1,Rectus_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_L_t_0,Cerebelum_9_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_L_t_0,Cerebelum_Crus1_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_L_t_0,Occipital_Sup_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_L_t_1,Cerebelum_9_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_L_t_1,Cerebelum_Crus1_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_L_t_1,Occipital_Sup_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_0,Cerebelum_4_5_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_0,Cerebelum_6_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_0,Cerebelum_9_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_0,Pallidum_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_0,Precuneus_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_0,Temporal_Inf_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_1,Cerebelum_4_5_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_1,Cerebelum_6_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_1,Cerebelum_9_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_1,Pallidum_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_1,Precuneus_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_1,Temporal_Inf_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Mid_Orb_R_t_1,Temporal_Pole_Sup_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_L_t_1,Frontal_Sup_Medial_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_L_t_0,Cerebelum_10_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_L_t_0,Temporal_Pole_Mid_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_L_t_1,Cerebelum_10_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_L_t_1,Temporal_Pole_Mid_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_L_t_1,Vermis_7_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_R_t_0,Cerebelum_7b_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_R_t_0,Frontal_Mid_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_R_t_0,Olfactory_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_R_t_1,Cerebelum_7b_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_R_t_1,Frontal_Mid_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Medial_R_t_1,Olfactory_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_0,Cerebelum_10_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_0,Cerebelum_Crus2_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_0,Frontal_Inf_Tri_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_0,Vermis_4_5_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_1,Cerebelum_10_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_1,Cerebelum_10_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_1,Cerebelum_Crus2_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_1,Cerebelum_Crus2_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_1,Frontal_Inf_Tri_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_L_t_1,Vermis_4_5_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_R_t_0,Cerebelum_Crus1_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_R_t_0,Supp_Motor_Area_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_R_t_1,Cerebelum_Crus1_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Frontal_Sup_Orb_R_t_1,Supp_Motor_Area_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Fusiform_L_t_0,Pallidum_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Fusiform_L_t_0,Vermis_8_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Fusiform_L_t_1,Pallidum_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Fusiform_L_t_1,Vermis_8_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Fusiform_R_t_0,Heschl_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Fusiform_R_t_1,Heschl_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_0,Frontal_Inf_Oper_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_0,Frontal_Sup_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_0,Fusiform_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_0,Putamen_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_0,Temporal_Pole_Mid_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_0,Vermis_3_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_1,Frontal_Inf_Oper_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_1,Frontal_Sup_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_1,Fusiform_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_1,Putamen_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_1,Temporal_Pole_Mid_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
golden_sumscore_t_1,Vermis_3_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_0,Cerebelum_7b_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_0,Cerebelum_9_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_0,Frontal_Mid_Orb_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_0,SupraMarginal_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_0,Vermis_7_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_1,Cerebelum_7b_R_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_1,Cerebelum_9_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_1,Frontal_Mid_Orb_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_1,SupraMarginal_L_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_1,Vermis_3_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_1,Vermis_7_t_1,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_L_t_1,Vermis_9_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_R_t_0,Cerebelum_10_L_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
Heschl_R_t_0,Frontal_Inf_Orb_R_t_0,Not Shared HC Retrieval,0,PDS Retrieval & HC Retrieval
